Isvezimo plano ID;Konteinerio Nr;Konteinerio talpa;Konteinerio_vietove;Konteinerio_gatve;Konteinerio_namas;Konteinerio_butas;Konteinerio RFID;Konteinerio longitude;Konteinerio latitude;Planuojama isvezimo data;Vezejas
11170062;13-L-205137;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00840510E594;54.635690;25.263820;43553;Ekonovus
11170081;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43529;Ekonovus
11170082;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43532;Ekonovus
11170083;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43536;Ekonovus
11170084;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43539;Ekonovus
11170085;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43543;Ekonovus
11170086;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43546;Ekonovus
11170087;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43550;Ekonovus
11170088;13-L-205138;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00950510E5B9;54.635690;25.263820;43553;Ekonovus
11195889;13-L-208148;0.66;Vilniaus m.;Granito g.;7;NULL;E2000017571301520510E11E;54.635720;25.144510;43535;Ekonovus
11195890;13-L-208148;0.66;Vilniaus m.;Granito g.;7;NULL;E2000017571301520510E11E;54.635720;25.144510;43542;Ekonovus
11195891;13-L-208148;0.66;Vilniaus m.;Granito g.;7;NULL;E2000017571301520510E11E;54.635720;25.144510;43549;Ekonovus
11195892;13-L-208148;0.66;Vilniaus m.;Granito g.;7;NULL;E2000017571301520510E11E;54.635720;25.144510;43556;Ekonovus
11136128;13-L-202145;1.10;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E20000170616002118105CBE;54.635730;25.273610;43529;Ekonovus
11136129;13-L-202145;1.10;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E20000170616002118105CBE;54.635730;25.273610;43536;Ekonovus
11136130;13-L-202145;1.10;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E20000170616002118105CBE;54.635730;25.273610;43543;Ekonovus
11136131;13-L-202145;1.10;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E20000170616002118105CBE;54.635730;25.273610;43550;Ekonovus
11136439;13-L-202164;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616003417806369;54.635730;25.273610;43529;Ekonovus
11136440;13-L-202164;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616003417806369;54.635730;25.273610;43536;Ekonovus
11136441;13-L-202164;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616003417806369;54.635730;25.273610;43543;Ekonovus
11136442;13-L-202164;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616003417806369;54.635730;25.273610;43550;Ekonovus
11136037;13-L-202138;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160235179062D1;54.635770;25.273750;43529;Ekonovus
11136038;13-L-202138;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160235179062D1;54.635770;25.273750;43536;Ekonovus
11136039;13-L-202138;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160235179062D1;54.635770;25.273750;43543;Ekonovus
11136040;13-L-202138;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160235179062D1;54.635770;25.273750;43550;Ekonovus
11136063;13-L-202140;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E2000017061602801790631C;54.635770;25.273750;43529;Ekonovus
11136064;13-L-202140;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E2000017061602801790631C;54.635770;25.273750;43536;Ekonovus
11136065;13-L-202140;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E2000017061602801790631C;54.635770;25.273750;43543;Ekonovus
11136066;13-L-202140;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E2000017061602801790631C;54.635770;25.273750;43550;Ekonovus
11136181;13-L-202150;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160091179061B1;54.635770;25.273750;43529;Ekonovus
11136182;13-L-202150;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160091179061B1;54.635770;25.273750;43536;Ekonovus
11136183;13-L-202150;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160091179061B1;54.635770;25.273750;43543;Ekonovus
11136184;13-L-202150;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E200001706160091179061B1;54.635770;25.273750;43550;Ekonovus
11200279;13-L-208604;0.77;Vilniaus m.;Agrastø g.;2A;NULL;E20000178401005721003CC6;54.635800;25.181730;43530;Ekonovus
11200280;13-L-208604;0.77;Vilniaus m.;Agrastø g.;2A;NULL;E20000178401005721003CC6;54.635800;25.181730;43537;Ekonovus
11200281;13-L-208604;0.77;Vilniaus m.;Agrastø g.;2A;NULL;E20000178401005721003CC6;54.635800;25.181730;43544;Ekonovus
11200282;13-L-208604;0.77;Vilniaus m.;Agrastø g.;2A;NULL;E20000178401005721003CC6;54.635800;25.181730;43551;Ekonovus
11200314;13-L-208607;0.77;Vilniaus m.;Agrastø g.;7A;NULL;E2000017840101032080413A;54.635800;25.181730;43530;Ekonovus
11200315;13-L-208607;0.77;Vilniaus m.;Agrastø g.;7A;NULL;E2000017840101032080413A;54.635800;25.181730;43537;Ekonovus
11200316;13-L-208607;0.77;Vilniaus m.;Agrastø g.;7A;NULL;E2000017840101032080413A;54.635800;25.181730;43544;Ekonovus
11200317;13-L-208607;0.77;Vilniaus m.;Agrastø g.;7A;NULL;E2000017840101032080413A;54.635800;25.181730;43551;Ekonovus
11118735;13-L-200383;1.10;Vilniaus m.;Geologø g.;6;NULL;E2000017061501782430213A;54.635810;25.267870;43529;Ekonovus
11118736;13-L-200383;1.10;Vilniaus m.;Geologø g.;6;NULL;E2000017061501782430213A;54.635810;25.267870;43536;Ekonovus
11118737;13-L-200383;1.10;Vilniaus m.;Geologø g.;6;NULL;E2000017061501782430213A;54.635810;25.267870;43543;Ekonovus
11118738;13-L-200383;1.10;Vilniaus m.;Geologø g.;6;NULL;E2000017061501782430213A;54.635810;25.267870;43550;Ekonovus
11122862;13-L-200937;0.24;Vilniaus m.;Liudvinavo g.;97;NULL;E20000170615013224202294;54.635810;25.129840;43530;Ekonovus
11122863;13-L-200937;0.24;Vilniaus m.;Liudvinavo g.;97;NULL;E20000170615013224202294;54.635810;25.129840;43544;Ekonovus
11123786;13-L-201050;0.12;Vilniaus m.;Gureliø g.;80;NULL;E2000017561101840760CE6C;54.635820;25.115530;43530;Ekonovus
11123787;13-L-201050;0.12;Vilniaus m.;Gureliø g.;80;NULL;E2000017561101840760CE6C;54.635820;25.115530;43544;Ekonovus
11136115;13-L-202144;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616002318105CBF;54.635820;25.271610;43529;Ekonovus
11136116;13-L-202144;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616002318105CBF;54.635820;25.271610;43536;Ekonovus
11136117;13-L-202144;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616002318105CBF;54.635820;25.271610;43543;Ekonovus
11136118;13-L-202144;1.10;Vilniaus m.;Dariaus ir Girëno g.;86;NULL;E20000170616002318105CBF;54.635820;25.271610;43550;Ekonovus
11170107;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43529;Ekonovus
11170108;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43532;Ekonovus
11170109;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43536;Ekonovus
11170110;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43539;Ekonovus
11170111;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43543;Ekonovus
11170112;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43546;Ekonovus
11170113;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43550;Ekonovus
11170114;13-L-205139;1.10;Vilniaus m.;Metalo g.;13B;NULL;E2000017060D00750400ECBE;54.635840;25.265800;43553;Ekonovus
11172265;13-L-205282;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E2000017060D01160520E45D;54.635900;25.307170;43535;Ekonovus
11172266;13-L-205282;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E2000017060D01160520E45D;54.635900;25.307170;43542;Ekonovus
11172267;13-L-205282;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E2000017060D01160520E45D;54.635900;25.307170;43549;Ekonovus
11172268;13-L-205282;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E2000017060D01160520E45D;54.635900;25.307170;43556;Ekonovus
11192816;13-L-207782;0.12;Vilniaus m.;Aidukaièiø g.;5;NULL;E20000175713019025201899;54.635900;25.253150;43529;Ekonovus
11192817;13-L-207782;0.12;Vilniaus m.;Aidukaièiø g.;5;NULL;E20000175713019025201899;54.635900;25.253150;43543;Ekonovus
11191677;13-L-207656;0.12;Vilniaus m.;Aidukaièiø g.;5;NULL;E2000017571301860830C4F8;54.635910;25.253170;43529;Ekonovus
11191678;13-L-207656;0.12;Vilniaus m.;Aidukaièiø g.;5;NULL;E2000017571301860830C4F8;54.635910;25.253170;43543;Ekonovus
11122854;13-L-200936;0.24;Vilniaus m.;Liudvinavo g.;100;NULL;E20000170615022824202354;54.635930;25.130130;43530;Ekonovus
11122855;13-L-200936;0.24;Vilniaus m.;Liudvinavo g.;100;NULL;E20000170615022824202354;54.635930;25.130130;43544;Ekonovus
11132234;13-L-201867;0.77;Vilniaus m.;Geologø g.;6;NULL;E200001706160185159078B4;54.635930;25.267210;43529;Ekonovus
11132235;13-L-201867;0.77;Vilniaus m.;Geologø g.;6;NULL;E200001706160185159078B4;54.635930;25.267210;43536;Ekonovus
11132236;13-L-201867;0.77;Vilniaus m.;Geologø g.;6;NULL;E200001706160185159078B4;54.635930;25.267210;43543;Ekonovus
11132237;13-L-201867;0.77;Vilniaus m.;Geologø g.;6;NULL;E200001706160185159078B4;54.635930;25.267210;43550;Ekonovus
11114789;13-L-200187;1.10;Vilniaus m.;Gureliø g.;8;NULL;E20000170615019627100B89;54.635940;25.265910;43530;Ekonovus
11114790;13-L-200187;1.10;Vilniaus m.;Gureliø g.;8;NULL;E20000170615019627100B89;54.635940;25.265910;43544;Ekonovus
11132078;13-L-201853;0.77;Vilniaus m.;Metalo g.;13D;NULL;E200001706160064159077BC;54.635940;25.264420;43532;Ekonovus
11132079;13-L-201853;0.77;Vilniaus m.;Metalo g.;13D;NULL;E200001706160064159077BC;54.635940;25.264420;43539;Ekonovus
11132080;13-L-201853;0.77;Vilniaus m.;Metalo g.;13D;NULL;E200001706160064159077BC;54.635940;25.264420;43546;Ekonovus
11132081;13-L-201853;0.77;Vilniaus m.;Metalo g.;13D;NULL;E200001706160064159077BC;54.635940;25.264420;43553;Ekonovus
11123778;13-L-201049;0.24;Vilniaus m.;Gureliø g.;69;NULL;E2000017561102400760CEDC;54.636000;25.115220;43530;Ekonovus
11123779;13-L-201049;0.24;Vilniaus m.;Gureliø g.;69;NULL;E2000017561102400760CEDC;54.636000;25.115220;43544;Ekonovus
11146773;13-L-202796;1.10;Vilniaus m.;Ðeðëliø g.;10A;NULL;E200001706160166174068D3;54.636020;25.126720;43535;Ekonovus
11146774;13-L-202796;1.10;Vilniaus m.;Ðeðëliø g.;10A;NULL;E200001706160166174068D3;54.636020;25.126720;43542;Ekonovus
11146775;13-L-202796;1.10;Vilniaus m.;Ðeðëliø g.;10A;NULL;E200001706160166174068D3;54.636020;25.126720;43549;Ekonovus
11146776;13-L-202796;1.10;Vilniaus m.;Ðeðëliø g.;10A;NULL;E200001706160166174068D3;54.636020;25.126720;43556;Ekonovus
11190760;13-L-207535;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E200001757130187274007AF;54.636020;25.306980;43535;Ekonovus
11190761;13-L-207535;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E200001757130187274007AF;54.636020;25.306980;43542;Ekonovus
11190762;13-L-207535;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E200001757130187274007AF;54.636020;25.306980;43549;Ekonovus
11190763;13-L-207535;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E200001757130187274007AF;54.636020;25.306980;43556;Ekonovus
11204278;13-L-209197;0.24;Vilniaus m.;Eiðiðkiø pl.;117;NULL;E20000178401024121803650;54.636020;25.254290;43529;Ekonovus
11204279;13-L-209197;0.24;Vilniaus m.;Eiðiðkiø pl.;117;NULL;E20000178401024121803650;54.636020;25.254290;43543;Ekonovus
11138354;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43529;Ekonovus
11138355;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43532;Ekonovus
11138356;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43536;Ekonovus
11138357;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43539;Ekonovus
11138358;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43543;Ekonovus
11138359;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43546;Ekonovus
11138360;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43550;Ekonovus
11138361;13-L-202413;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E20000170616015718505975;54.636050;25.205290;43553;Ekonovus
11138380;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43529;Ekonovus
11138381;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43532;Ekonovus
11138382;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43536;Ekonovus
11138383;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43539;Ekonovus
11138384;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43543;Ekonovus
11138385;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43546;Ekonovus
11138386;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43550;Ekonovus
11138387;13-L-202414;1.10;Vilniaus m.;Vaduvos g.;30A;NULL;E200001706160218185059E0;54.636050;25.205290;43553;Ekonovus
11178922;13-L-206221;0.24;Vilniaus m.;Liepkalnio g.;186;NULL;E2000017060D01640430EC13;54.636060;25.307270;43530;Ekonovus
11178923;13-L-206221;0.24;Vilniaus m.;Liepkalnio g.;186;NULL;E2000017060D01640430EC13;54.636060;25.307270;43544;Ekonovus
11205667;13-L-209342;0.24;Vilniaus m.;Liudvinavo g.;98;NULL;E20000178401020322103419;54.636070;25.130130;43529;Ekonovus
11205668;13-L-209342;0.24;Vilniaus m.;Liudvinavo g.;98;NULL;E20000178401020322103419;54.636070;25.130130;43543;Ekonovus
11198081;13-L-208377;1.10;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E2000017840100491920519A;54.636080;25.273740;43529;Ekonovus
11198082;13-L-208377;1.10;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E2000017840100491920519A;54.636080;25.273740;43536;Ekonovus
11198083;13-L-208377;1.10;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E2000017840100491920519A;54.636080;25.273740;43543;Ekonovus
11198084;13-L-208377;1.10;Vilniaus m.;Dariaus ir Girëno g.;149;NULL;E2000017840100491920519A;54.636080;25.273740;43550;Ekonovus
11202836;13-L-208790;0.12;Vilniaus m.;Granito g.;2a;NULL;E200001784010191216039D2;54.636080;25.149190;43535;Ekonovus
11202837;13-L-208790;0.12;Vilniaus m.;Granito g.;2a;NULL;E200001784010191216039D2;54.636080;25.149190;43549;Ekonovus
11212503;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43529;Ekonovus
11212504;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43532;Ekonovus
11212505;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43536;Ekonovus
11212506;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43539;Ekonovus
11212507;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43543;Ekonovus
11212508;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43546;Ekonovus
11212509;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43550;Ekonovus
11212510;13-L-210216;1.10;Vilniaus m.;Vaduvos g.;34B;NULL;E2000017060202761110AE73;54.636110;25.204780;43553;Ekonovus
11122870;13-L-200938;0.24;Vilniaus m.;Liudvinavo g.;93;NULL;E200001706150134242022A1;54.636120;25.129560;43530;Ekonovus
11122871;13-L-200938;0.24;Vilniaus m.;Liudvinavo g.;93;NULL;E200001706150134242022A1;54.636120;25.129560;43544;Ekonovus
11123354;13-L-200996;0.24;Vilniaus m.;Ðeðëliø g.;11;NULL;E2000017561101440730CFFB;54.636140;25.127220;43530;Ekonovus
11123355;13-L-200996;0.24;Vilniaus m.;Ðeðëliø g.;11;NULL;E2000017561101440730CFFB;54.636140;25.127220;43544;Ekonovus
11132065;13-L-201852;0.77;Vilniaus m.;Metalo g.;13B;NULL;E2000017061600481590779C;54.636150;25.265520;43532;Ekonovus
11132066;13-L-201852;0.77;Vilniaus m.;Metalo g.;13B;NULL;E2000017061600481590779C;54.636150;25.265520;43539;Ekonovus
11132067;13-L-201852;0.77;Vilniaus m.;Metalo g.;13B;NULL;E2000017061600481590779C;54.636150;25.265520;43546;Ekonovus
11132068;13-L-201852;0.77;Vilniaus m.;Metalo g.;13B;NULL;E2000017061600481590779C;54.636150;25.265520;43553;Ekonovus
11120442;13-L-200710;0.77;Vilniaus m.;Liepkalnio g.;178;NULL;E20000170615007524401EA6;54.636170;25.305670;43535;Ekonovus
11120443;13-L-200710;0.77;Vilniaus m.;Liepkalnio g.;178;NULL;E20000170615007524401EA6;54.636170;25.305670;43542;Ekonovus
11120444;13-L-200710;0.77;Vilniaus m.;Liepkalnio g.;178;NULL;E20000170615007524401EA6;54.636170;25.305670;43549;Ekonovus
11120445;13-L-200710;0.77;Vilniaus m.;Liepkalnio g.;178;NULL;E20000170615007524401EA6;54.636170;25.305670;43556;Ekonovus
11205659;13-L-209341;0.24;Vilniaus m.;Liudvinavo g.;102;NULL;E2000017840102212210343A;54.636200;25.129800;43530;Ekonovus
11205660;13-L-209341;0.24;Vilniaus m.;Liudvinavo g.;102;NULL;E2000017840102212210343A;54.636200;25.129800;43544;Ekonovus
11210713;13-L-209867;0.24;Vilniaus m.;Liudvinavo g.;102;NULL;E20000178401021412509B01;54.636200;25.129800;43530;Ekonovus
11210714;13-L-209867;0.24;Vilniaus m.;Liudvinavo g.;102;NULL;E20000178401021412509B01;54.636200;25.129800;43544;Ekonovus
11195331;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43529;Ekonovus
11195332;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43531;Ekonovus
11195333;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43532;Ekonovus
11195334;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43533;Ekonovus
11195335;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43535;Ekonovus
11195336;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43536;Ekonovus
11195337;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43538;Ekonovus
11195338;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43539;Ekonovus
11195339;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43540;Ekonovus
11195340;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43542;Ekonovus
11195341;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43543;Ekonovus
11195342;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43545;Ekonovus
11195343;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43546;Ekonovus
11195344;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43547;Ekonovus
11195345;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43549;Ekonovus
11195346;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43550;Ekonovus
11195347;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43552;Ekonovus
11195348;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43553;Ekonovus
11195349;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43554;Ekonovus
11195350;13-L-208060;1.10;Vilniaus m.;Vaduvos g.;19;NULL;E200001757130152254015C0;54.636240;25.206720;43556;Ekonovus
11123770;13-L-201048;0.24;Vilniaus m.;Gureliø g.;65;NULL;E2000017561101850760CE74;54.636270;25.114980;43530;Ekonovus
11123771;13-L-201048;0.24;Vilniaus m.;Gureliø g.;65;NULL;E2000017561101850760CE74;54.636270;25.114980;43544;Ekonovus
11120719;13-L-200721;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615007224401EA0;54.636330;25.308180;43535;Ekonovus
11120720;13-L-200721;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615007224401EA0;54.636330;25.308180;43542;Ekonovus
11120721;13-L-200721;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615007224401EA0;54.636330;25.308180;43549;Ekonovus
11120722;13-L-200721;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615007224401EA0;54.636330;25.308180;43556;Ekonovus
11120731;13-L-200722;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615025324402007;54.636330;25.308180;43535;Ekonovus
11120732;13-L-200722;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615025324402007;54.636330;25.308180;43542;Ekonovus
11120733;13-L-200722;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615025324402007;54.636330;25.308180;43549;Ekonovus
11120734;13-L-200722;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615025324402007;54.636330;25.308180;43556;Ekonovus
11120743;13-L-200723;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615023924401FE8;54.636330;25.308180;43535;Ekonovus
11120744;13-L-200723;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615023924401FE8;54.636330;25.308180;43542;Ekonovus
11120745;13-L-200723;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615023924401FE8;54.636330;25.308180;43549;Ekonovus
11120746;13-L-200723;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615023924401FE8;54.636330;25.308180;43556;Ekonovus
11120755;13-L-200724;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615006124401E87;54.636330;25.308180;43535;Ekonovus
11120756;13-L-200724;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615006124401E87;54.636330;25.308180;43542;Ekonovus
11120757;13-L-200724;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615006124401E87;54.636330;25.308180;43549;Ekonovus
11120758;13-L-200724;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E20000170615006124401E87;54.636330;25.308180;43556;Ekonovus
11132338;13-L-201875;0.77;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E2000017061601161590782A;54.636340;25.273520;43529;Ekonovus
11132339;13-L-201875;0.77;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E2000017061601161590782A;54.636340;25.273520;43536;Ekonovus
11132340;13-L-201875;0.77;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E2000017061601161590782A;54.636340;25.273520;43543;Ekonovus
11132341;13-L-201875;0.77;Vilniaus m.;Dariaus ir Girëno g.;113A;NULL;E2000017061601161590782A;54.636340;25.273520;43550;Ekonovus
11160595;13-L-204372;1.10;Vilniaus m.;Ðeðëliø g.;10;NULL;E20000170616012817606420;54.636340;25.126730;43535;Ekonovus
11160596;13-L-204372;1.10;Vilniaus m.;Ðeðëliø g.;10;NULL;E20000170616012817606420;54.636340;25.126730;43542;Ekonovus
11160597;13-L-204372;1.10;Vilniaus m.;Ðeðëliø g.;10;NULL;E20000170616012817606420;54.636340;25.126730;43549;Ekonovus
11160598;13-L-204372;1.10;Vilniaus m.;Ðeðëliø g.;10;NULL;E20000170616012817606420;54.636340;25.126730;43556;Ekonovus
11205705;13-L-209347;0.12;Vilniaus m.;Ðeðëliø g.;10;NULL;E20000178401007022302F2D;54.636340;25.127020;43530;Ekonovus
11205706;13-L-209347;0.12;Vilniaus m.;Ðeðëliø g.;10;NULL;E20000178401007022302F2D;54.636340;25.127020;43544;Ekonovus
11172253;13-L-205281;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E2000017060D01040520E43F;54.636350;25.308180;43535;Ekonovus
11172254;13-L-205281;1.10;Vilniaus m.;Liepkalnio g.;180;NULL;E2000017060D01040520E43F;54.636350;25.308180;43542;Ekonovus
